index,id,title,published_at,duration_sec,source_chars,article_chars,tags,folder,source_url
91,2158ee3e-d343-4975-8834-44fbf05ee0fb,生产力、生产关系与制度秩序的三重机遇,2025-12-20,3243,15675,1819,全要素生产率 / AI产业周期 / 生产关系改革 / 制度经济学,exports/fupeng_claude_review_pack/articles/091-生产力、生产关系与制度秩序的三重机遇,https://www.douyin.com/video/7585950528228642099
92,a57a8078-35d9-4112-9fa6-6c1e7be76f47,资本本质是挣价差、利差、汇差,2025-12-20,132,892,807,资本逻辑 / 套利模型 / 跨境金融 / 二手车贸易,exports/fupeng_claude_review_pack/articles/092-资本本质是挣价差、利差、汇差,https://www.douyin.com/video/7585868324555345178
93,cd566517-b791-4775-bb88-f0b9872c34d9,年轻人要警惕消费主义对欲望的操控,2025-12-19,139,915,901,消费主义 / 财商教育 / 青少年认知 / 行为经济学,exports/fupeng_claude_review_pack/articles/093-年轻人要警惕消费主义对欲望的操控,https://www.douyin.com/video/7585534595022507274
94,aab275de-3fac-4783-8996-312ccfafda4f,娶妻重贤不重貌，家庭如公司需制度化管理,2025-12-18,315,1907,1208,家庭财务 / 婚姻制度化 / 财富传承 / 女性经济能力,exports/fupeng_claude_review_pack/articles/094-娶妻重贤不重貌，家庭如公司需制度化管理,https://www.douyin.com/video/7585220279685729563
95,7ad8bffe-7900-4a19-a108-1a00529e6326,逆周期现金流才是财富真正的护城河,2025-12-17,418,2671,1164,现金流管理 / 逆周期投资 / 小微企业运营 / 资产配置,exports/fupeng_claude_review_pack/articles/095-逆周期现金流才是财富真正的护城河,https://www.douyin.com/video/7584790595978284288
96,71402c8d-debc-4f26-83dc-67aa65066977,股市真正的密码是全要素生产率,2025-12-15,341,2157,1140,全要素生产率 / 公司治理 / 股市驱动逻辑 / 中美日股市比较,exports/fupeng_claude_review_pack/articles/096-股市真正的密码是全要素生产率,https://www.douyin.com/video/7584082829525486857
97,198a9161-59f3-458c-8db2-e2e348f4b51e,千万净资产才是最舒服的财富阶段,2025-12-14,176,1232,741,财富分层 / 阶层社交 / 现金流管理 / 认知偏差,exports/fupeng_claude_review_pack/articles/097-千万净资产才是最舒服的财富阶段,https://www.douyin.com/video/7583640527820590363
98,3b2788a5-d156-49ab-82a6-a6a2cfa68ea6,普通人赚不了高波动性资产的钱,2025-12-13,310,1869,1033,金融市场 / 行为金融学 / 资产配置 / 波动率管理,exports/fupeng_claude_review_pack/articles/098-普通人赚不了高波动性资产的钱,https://www.douyin.com/video/7583342568935656754
99,3e69dc28-310c-4a25-b9fe-ef2b97b4547f,财富传承的本质是制度而非家族,2025-12-12,167,1114,1205,家族企业治理 / 信托架构 / 职业经理人制度 / 代际财富管理,exports/fupeng_claude_review_pack/articles/099-财富传承的本质是制度而非家族,https://www.douyin.com/video/7582914746106629430
100,11fcca3e-2163-43e8-8d66-dfd38cc4669f,中产没有消失，只是财富幻觉破灭了,2025-12-11,180,1125,810,家庭财务规划 / 中产经济 / 现金流管理 / 资产泡沫认知,exports/fupeng_claude_review_pack/articles/100-中产没有消失，只是财富幻觉破灭了,https://www.douyin.com/video/7582596366333938980
101,f4e0a115-9634-4837-9469-f9d0a91fdc5a,买车已不是身份投资，而是低效消费,2025-12-10,259,1698,889,财富认知 / 消费决策 / 青年财务规划 / 身份经济学,exports/fupeng_claude_review_pack/articles/101-买车已不是身份投资，而是低效消费,https://www.douyin.com/video/7582198413446384906
102,70dca51b-22d2-42e8-98da-0e6510347750,短视频扭曲的财富观正在毒害年轻人,2025-12-09,174,1119,795,财富认知 / 消费主义批判 / 财经教育 / 青年价值观,exports/fupeng_claude_review_pack/articles/102-短视频扭曲的财富观正在毒害年轻人,https://www.douyin.com/video/7581853567963696426
103,4bda1be6-d96c-4b65-80c5-244d48b6d58c,AI正在实现教育平权,2025-12-08,122,787,578,AI教育 / 教育平权 / 家庭教育技术化 / 大模型学习工具,exports/fupeng_claude_review_pack/articles/103-AI正在实现教育平权,https://www.douyin.com/video/7581440779323788586
104,eb41bf47-175e-45ab-b06d-b651ffa30d67,个体主义崛起是经济发展的必然结果,2025-12-04,314,1978,1323,人口经济学 / 代际价值观 / 企业管理制度 / 个体主义,exports/fupeng_claude_review_pack/articles/104-个体主义崛起是经济发展的必然结果,https://www.douyin.com/video/7579933653497613595
105,30f2139b-c067-46bf-a8e5-a6f76bce5933,房价下跌并非人人受益,2025-12-03,175,1154,1119,房地产周期 / 现金流管理 / 通胀认知 / 财富分化,exports/fupeng_claude_review_pack/articles/105-房价下跌并非人人受益,https://www.douyin.com/video/7579290367481089326
106,3720e5b5-9f61-44e2-8456-ba8f93917e14,财富积累靠杠杆择时而非单纯努力,2025-12-02,234,1431,1059,债务杠杆 / 现金流折现 / 房地产周期 / 财富认知,exports/fupeng_claude_review_pack/articles/106-财富积累靠杠杆择时而非单纯努力,https://www.douyin.com/video/7579289778374413614
107,22d75dc0-a46f-4659-9901-4b4892864036,年轻人首选南方上大学或留学,2025-11-25,66,406,498,教育地理学 / 留学价值评估 / 区域经济认知 / 青年职业发展,exports/fupeng_claude_review_pack/articles/107-年轻人首选南方上大学或留学,https://www.douyin.com/video/7576555624525593723
108,777d8ae7-e4d7-4230-8c31-b0a7002a6a2a,供给周期遇上有效需求萎缩,2024-11-29,889,4785,1304,PPI分析 / 产能过剩 / 有效需求 / 供需循环,exports/fupeng_claude_review_pack/articles/108-供给周期遇上有效需求萎缩,https://www.douyin.com/video/7442537110512422196
109,c5b691d4-360c-4745-b218-ca8c529e9e3b,两代人的吃苦观与压力本质差异,2024-11-27,912,4819,1214,代际价值观 / 青年就业压力 / 消费主义批判 / 职场心理,exports/fupeng_claude_review_pack/articles/109-两代人的吃苦观与压力本质差异,https://www.douyin.com/video/7441788590968950054
110,49ee3fe8-8975-4a7a-9f8f-8c2e2bd202ef,制度的第一生产力在于纠偏能力,2024-11-15,625,3216,1169,制度经济学 / 政治经济学 / 诺奖解读 / 经济周期,exports/fupeng_claude_review_pack/articles/110-制度的第一生产力在于纠偏能力,https://www.douyin.com/video/7437351322615024908
111,c8726628-1b33-4db6-9bcf-26100ac4830d,特朗普二度执政与全球右翼化交易,2024-11-07,3733,21566,4019,地缘政治经济学 / 全球产业链重构 / 货币政策传导机制 / 中美经贸博弈,exports/fupeng_claude_review_pack/articles/111-特朗普二度执政与全球右翼化交易,https://www.douyin.com/video/7434540607088938255
112,2b52c71d-68d2-4c71-b2a4-5723597c0196,阿西莫格鲁与技术进步的社会不平等,2024-11-05,790,4446,1051,技术伦理 / 收入分配 / 反垄断监管 / 劳动经济学,exports/fupeng_claude_review_pack/articles/112-阿西莫格鲁与技术进步的社会不平等,https://www.douyin.com/video/7433633702602738980
113,9fb001e0-6f15-474d-87b3-e2b7603b1ad3,《傻钱》背后的GameStop逼仓与社交媒体煽动,2024-10-18,831,4515,1755,gamma squeeze / 社交媒体金融化 / 散户运动 / 美股逼仓,exports/fupeng_claude_review_pack/articles/113-《傻钱》背后的GameStop逼仓与社交媒体煽动,https://www.douyin.com/video/7427014240877186340
114,e7e1bd41-2b50-47f6-b8cf-e45cee7a1eb9,财政必须发力，但不能重回老路,2024-10-11,3688,20349,1697,财政政策 / 宏观经济 / 基建投资 / 人力资本,exports/fupeng_claude_review_pack/articles/114-财政必须发力，但不能重回老路,https://www.douyin.com/video/7424448788934249747
115,7b4b694d-e318-4b65-8ec9-240efed5ca04,财富效应不等于纸面浮盈,2024-10-11,686,3628,1436,房地产周期 / 居民资产负债表 / 杠杆牛 / 财富效应,exports/fupeng_claude_review_pack/articles/115-财富效应不等于纸面浮盈,https://www.douyin.com/video/7424362689100516644
116,c8b10114-0505-465e-a4df-6146637860f2,经济与股市的关系本质是政策预期,2024-10-08,3713,21225,1901,宏观经济 / 股市政策预期 / 收益率曲线 / 居民资产负债表,exports/fupeng_claude_review_pack/articles/116-经济与股市的关系本质是政策预期,https://www.douyin.com/video/7423183706002705698
117,07345fb7-4668-42f5-bfb9-dabe63cc3f1b,房屋持有成本正在显性化,2024-09-15,634,3608,1598,房地产持有成本 / 住宅维修基金 / 城市更新政策 / 房产保险,exports/fupeng_claude_review_pack/articles/117-房屋持有成本正在显性化,https://www.douyin.com/video/7414851719697386788
118,42eec768-35dd-4767-8f38-f62da6bda9c3,房价涨跌都抑制消费？关键在财富分配比例,2024-09-08,668,4322,1369,房地产经济学 / 财富效应分析 / 资产负债表衰退 / 收入分配,exports/fupeng_claude_review_pack/articles/118-房价涨跌都抑制消费？关键在财富分配比例,https://www.douyin.com/video/7412096175555218707
119,4164a17c-1808-4198-ac14-fd1510f6af61,黑神话悟空背后的中国游戏土壤变化,2024-08-28,997,5102,1805,游戏产业 / 3A大作 / 版权经济 / 硬件协同,exports/fupeng_claude_review_pack/articles/119-黑神话悟空背后的中国游戏土壤变化,https://www.douyin.com/video/7407931077215440147
120,ff480b7d-316c-4fa4-9dd0-4db1551eaf81,《逆行人生》里的中年危机与内卷现实,2024-08-14,494,3095,1261,中年危机 / 平台经济 / 就业内卷 / 外卖行业,exports/fupeng_claude_review_pack/articles/120-《逆行人生》里的中年危机与内卷现实,https://www.douyin.com/video/7402888766165093695
121,702d9264-b585-482a-8f4b-60cb8a7d6320,《逆行人生》中的技术内卷与底层互害,2024-08-14,561,3605,1223,平台经济 / 算法治理 / 阶层流动 / 劳动权益,exports/fupeng_claude_review_pack/articles/121-《逆行人生》中的技术内卷与底层互害,https://www.douyin.com/video/7402888755490589989
122,e430856b-e7da-4391-8b10-ce1f85f0b8fa,《逆行人生》的幻象与现实,2024-08-14,532,3399,1205,影视批判 / 阶层流动 / 平台经济 / 中年危机,exports/fupeng_claude_review_pack/articles/122-《逆行人生》的幻象与现实,https://www.douyin.com/video/7402888768790727986
123,67cfd9ac-398f-4cf9-bd09-a66812dcb8a6,芳村茶叶再爆雷：庞氏骗局下的赌徒与帮凶,2024-08-12,791,4597,2207,庞氏骗局 / 芳村茶叶 / 金融诈骗 / 投资警示,exports/fupeng_claude_review_pack/articles/123-芳村茶叶再爆雷：庞氏骗局下的赌徒与帮凶,https://www.douyin.com/video/7402166065373007114
124,68372315-e8b2-44b3-a96e-a7edfd41c5ac,小马宝莉卡牌争议：成人博彩玩法侵入未成年人市场,2024-08-04,793,4735,2258,未成年人保护 / 卡牌经济 / 消费心理 / 市场监管,exports/fupeng_claude_review_pack/articles/124-小马宝莉卡牌争议：成人博彩玩法侵入未成年人市场,https://www.douyin.com/video/7399148443454688524
125,af495b4d-4d4a-40fe-ac90-5b81a43fcd73,付鹏重返越南：打破炒房迷思，洞察制造业转移与文化变迁,2024-07-28,1431,6912,2446,,exports/fupeng_claude_review_pack/articles/125-付鹏重返越南：打破炒房迷思，洞察制造业转移与文化变迁,https://www.douyin.com/video/7396578296957324554
126,40e3a3d6-5d08-4f5e-b67e-6d9723a9b1a6,大型体育赛事关注度下降的社会与经济根源,2024-07-27,351,2115,1231,社会观察 / 消费心理 / 媒介变迁 / 宏观经济,exports/fupeng_claude_review_pack/articles/126-大型体育赛事关注度下降的社会与经济根源,https://www.douyin.com/video/7396325686463532339
127,83c05319-6d59-4c69-84dc-e318a3b4e34a,警惕社交媒体上重出江湖的杀猪盘与黑平台对赌陷阱,2024-07-26,160,986,1026,杀猪盘 / 金融诈骗 / 投资者教育 / 黑平台对赌,exports/fupeng_claude_review_pack/articles/127-警惕社交媒体上重出江湖的杀猪盘与黑平台对赌陷阱,https://www.douyin.com/video/7395860790646983955
128,37cfa0f2-8659-440e-a553-8e591cc25b43,网约车调研实录：从商务车到特惠单的经济温差,2024-07-23,509,3371,1495,网约车经济 / 消费降级 / 宏观经济观察 / 企业降本增效,exports/fupeng_claude_review_pack/articles/128-网约车调研实录：从商务车到特惠单的经济温差,https://www.douyin.com/video/7394748195777056012
129,b3d0a07f-6e99-47bc-b386-2b5b82f6137d,产能过剩的根本逻辑：国家主义大于市场经济,2024-07-22,143,843,1235,产能过剩 / 国家主义 / 全球供应链 / 地缘经济,exports/fupeng_claude_review_pack/articles/129-产能过剩的根本逻辑：国家主义大于市场经济,https://www.douyin.com/video/7394343933637053715
130,7ddfa406-5a8a-4743-a7f0-b5835069bb7d,存量经济下的商业法则：精细化管理与服务内卷,2024-07-16,261,1577,1370,存量经济 / 精细化管理 / 胖东来 / 服务业内卷,exports/fupeng_claude_review_pack/articles/130-存量经济下的商业法则：精细化管理与服务内卷,https://www.douyin.com/video/7392134011566558476
131,26a0445d-574b-4ce6-868b-8bc8633b922a,从左右翼意识形态看无人驾驶网约车的争议与平衡,2024-07-11,1148,5852,2316,无人驾驶 / 意识形态 / 就业冲击 / 社会平衡,exports/fupeng_claude_review_pack/articles/131-从左右翼意识形态看无人驾驶网约车的争议与平衡,https://www.douyin.com/video/7390176067010514212
132,26364483-7931-476b-9982-6a6cab6f643c,技术下沉服务业需谨慎：无人驾驶对当前就业生态的冲击,2024-07-09,304,1718,1360,无人驾驶 / 就业生态 / 技术社会学 / 服务业内卷,exports/fupeng_claude_review_pack/articles/132-技术下沉服务业需谨慎：无人驾驶对当前就业生态的冲击,https://www.douyin.com/video/7389590226663951657
133,503a6c2b-acd9-4433-8f58-917c7becdd26,个体应对长周期：保现金流、降杠杆与心理减压,2024-07-04,273,1514,1434,个人理财 / 去杠杆 / 现金流管理 / 心理减压,exports/fupeng_claude_review_pack/articles/133-个体应对长周期：保现金流、降杠杆与心理减压,https://www.douyin.com/video/7387584129325354291
134,45552e48-0bc8-4e42-93e0-75d91981bd98,无人驾驶商业骗局：披着科技外衣的金融收割,2024-07-01,206,1233,1278,无人驾驶 / 商业骗局 / 金融风控 / 新质生产力,exports/fupeng_claude_review_pack/articles/134-无人驾驶商业骗局：披着科技外衣的金融收割,https://www.douyin.com/video/7386512146248600871
135,b6169c27-dfad-4401-a2fd-f9baea651b8a,618狂欢退潮：消费理性回归与降本增效的恶性循环,2024-06-29,225,1338,1270,消费理性 / 降本增效 / 618观察 / 经济循环,exports/fupeng_claude_review_pack/articles/135-618狂欢退潮：消费理性回归与降本增效的恶性循环,https://www.douyin.com/video/7385755049340767542
136,10017e97-6201-49d3-ac8c-aefdda9e115b,房产思维切换：从升值预期回归租售比与性价比,2024-06-26,428,2529,1476,房地产投资 / 租售比 / 消费降级 / 老破小,exports/fupeng_claude_review_pack/articles/136-房产思维切换：从升值预期回归租售比与性价比,https://www.douyin.com/video/7384756173452365067
137,ef418865-c809-4997-b500-82ee2a08ed45,警惕互联网烧钱模式在制造业通缩环境下的连锁风险,2024-06-26,955,5804,2511,制造业转型 / 互联网商业模式 / 通缩风险 / 供应链金融,exports/fupeng_claude_review_pack/articles/137-警惕互联网烧钱模式在制造业通缩环境下的连锁风险,https://www.douyin.com/video/7384674233277779238
138,46f8fdab-efd9-4b2d-a70d-9cb6e45d8215,共享员工背后的存量博弈与三代就业挤压,2024-06-25,312,1720,1386,共享员工 / 就业市场 / 存量博弈 / 降本增效,exports/fupeng_claude_review_pack/articles/138-共享员工背后的存量博弈与三代就业挤压,https://www.douyin.com/video/7384346814230613287
139,3360af56-e3ea-4d83-ad02-4f10eef10a4e,名义收入及预期才是决定风险偏好的关键,2024-06-25,695,4452,2205,宏观经济 / 消费行为 / 名义收入 / 风险偏好,exports/fupeng_claude_review_pack/articles/139-名义收入及预期才是决定风险偏好的关键,https://www.douyin.com/video/7384238717126380838
140,6c9b4ffa-2ce4-4edb-b449-a3ce32169aa5,内卷时代的戾气：同是天涯沦落人，何苦互相为难,2024-06-23,246,1802,1193,服务业内卷 / 职场情绪管理 / 消费者心理 / 社会戾气,exports/fupeng_claude_review_pack/articles/140-内卷时代的戾气：同是天涯沦落人，何苦互相为难,https://www.douyin.com/video/7383363733935983887
141,aa530c08-7d0e-4ef2-bf71-bad574b931a5,付鹏：金融去杠杆周期下，未来十年未必是择业最优解,2024-06-20,668,3969,2478,金融职业规划 / 去杠杆周期 / 高考志愿指导 / 宏观经济分析,exports/fupeng_claude_review_pack/articles/141-付鹏：金融去杠杆周期下，未来十年未必是择业最优解,https://www.douyin.com/video/7382399122243931455
142,f98b56fc-f186-45e2-ae65-25c3f753c3e7,内卷越过边际：企业居民恶性循环与破局之道,2024-06-15,702,4594,2255,内卷经济 / 居民消费 / 宏观经济 / 政策建议,exports/fupeng_claude_review_pack/articles/142-内卷越过边际：企业居民恶性循环与破局之道,https://www.douyin.com/video/7380697256187497755
143,90f919e4-2593-4de1-924d-1db3a8b34e97,付鹏：非法集资的本质是贪念，高息背后盯着的是你的本金,2024-06-12,216,1237,1078,防范非法集资 / 金融防骗 / 投资理财 / 付鹏财经,exports/fupeng_claude_review_pack/articles/143-付鹏：非法集资的本质是贪念，高息背后盯着的是你的本金,https://www.douyin.com/video/7376477296309423414
144,d41b97e3-e773-4c3d-ab7f-23681aba340d,论信用风险：股权本质是超前债务的违约风险,2024-06-09,748,4745,2241,信用风险 / 小微企业融资 / 股权与债务 / 金融风控,exports/fupeng_claude_review_pack/articles/144-论信用风险：股权本质是超前债务的违约风险,https://www.douyin.com/video/7378320647065242934
145,772f5bca-036f-40a6-8b18-6ef0bf0594e1,互联网大厂裁员与服务业内卷：从降本增效到收入下降的传导,2024-06-08,362,2401,1393,降本增效 / 服务业内卷 / 灵活就业 / 宏观经济,exports/fupeng_claude_review_pack/articles/145-互联网大厂裁员与服务业内卷：从降本增效到收入下降的传导,https://www.douyin.com/video/7378006482710793499
146,ad3f8977-5b2c-401e-9c28-b69b09a861b4,去杠杆周期下，不炒房也不炒股：风险偏好收缩与现金流回归,2024-06-06,243,1619,1119,去杠杆 / 风险偏好 / 资产配置 / 宏观经济,exports/fupeng_claude_review_pack/articles/146-去杠杆周期下，不炒房也不炒股：风险偏好收缩与现金流回归,https://www.douyin.com/video/7377244162304838951
147,0e80e75e-3346-4b77-801e-b2c36eba5ca0,日本大学生98.1%就职率背后的劳动力结构变迁,2024-06-04,375,2424,1528,日本就业市场 / 人口结构 / 大学生就业 / 劳动力短缺,exports/fupeng_claude_review_pack/articles/147-日本大学生98.1%就职率背后的劳动力结构变迁,https://www.douyin.com/video/7376676797066399017
148,6692e7c0-2305-4fca-ba52-069d4a6d7727,日本大学生就职率回升背后的代际更替与储蓄逻辑,2024-06-04,662,4400,2416,日本经济 / 大学生就业 / 人口结构 / 居民储蓄率,exports/fupeng_claude_review_pack/articles/148-日本大学生就职率回升背后的代际更替与储蓄逻辑,https://www.douyin.com/video/7376676462914538791
149,1c8c64dd-40e8-44fc-8d96-6decb7f026ef,GDP总量增长与个人体感背离的根源在于分配,2024-06-01,169,1130,1171,收入分配 / 宏观经济 / GDP解读 / 居民收入,exports/fupeng_claude_review_pack/articles/149-GDP总量增长与个人体感背离的根源在于分配,https://www.douyin.com/video/7375328918493990196
150,1a84fab0-21d8-47e6-ae92-6979af524504,中国养老三层体系的结构性失衡与底层现实,2024-05-28,732,4428,2192,养老保障体系 / 灵活就业 / 社会经济分析 / 收入分配,exports/fupeng_claude_review_pack/articles/150-中国养老三层体系的结构性失衡与底层现实,https://www.douyin.com/video/7373939136589221157
151,6b4fab46-e1bc-425b-b49c-f624a458ad00,反思互联网“不赚钱交朋友”思维对出版业的破坏,2024-05-26,921,5896,2219,出版业困境 / 互联网商业模式 / 劣币驱逐良币 / 恶性竞争,exports/fupeng_claude_review_pack/articles/151-反思互联网“不赚钱交朋友”思维对出版业的破坏,https://www.douyin.com/video/7373144192496799014
152,080b1654-6a5b-4076-bdc5-63cfd716f43c,揭秘非法荐股骗局：利用概率筛选与散户盲从心理,2024-05-15,158,1223,1220,投资者保护 / 非法荐股 / 概率骗局 / 理性投资,exports/fupeng_claude_review_pack/articles/152-揭秘非法荐股骗局：利用概率筛选与散户盲从心理,https://www.douyin.com/video/7369183529256635682
153,db089fd2-3594-4751-bf37-83a576e5fac5,居民部门三不贷：老存中还少悟，政策刺激难改风险偏好收缩,2024-05-13,288,1885,1524,居民信贷 / 宏观经济 / 代际消费 / 去杠杆,exports/fupeng_claude_review_pack/articles/153-居民部门三不贷：老存中还少悟，政策刺激难改风险偏好收缩,https://www.douyin.com/video/7368294166968716579
154,f499fda9-c033-49a2-8d26-ad74982284b7,付鹏：财产性收入消退，消费回归劳动收入与极致性价比,2024-05-12,166,868,1094,消费趋势 / 财产性收入 / 劳动收入 / 性价比,exports/fupeng_claude_review_pack/articles/154-付鹏：财产性收入消退，消费回归劳动收入与极致性价比,https://www.douyin.com/video/7367925405908552979
155,f6cd4fc6-8bc0-4b43-be37-6271c2e325fd,探访成都觅山：从发酵车间到田间地头的青梅酒溯源,2024-05-11,316,1200,1150,消费调研 / 食品工艺 / 供应链管理,exports/fupeng_claude_review_pack/articles/155-探访成都觅山：从发酵车间到田间地头的青梅酒溯源,https://www.douyin.com/video/7367704853595917587
156,fb97b97a-67a8-4a0c-bd32-1c2c15da2b90,付鹏回应AI歪曲报道：高铁涨价本质是税收，绿皮车不可取消,2024-05-06,200,1121,1369,高铁涨价 / 公共财政 / 媒体伦理 / 付鹏财经,exports/fupeng_claude_review_pack/articles/156-付鹏回应AI歪曲报道：高铁涨价本质是税收，绿皮车不可取消,https://www.douyin.com/video/7365866360196353334
157,79be9536-495a-4238-a81e-26544a8aa767,付鹏探访四川青梅酒厂及牛熊联名款发布预告,2024-05-05,33,244,1027,消费金融 / 产品溯源 / 品牌联名 / 直播预告,exports/fupeng_claude_review_pack/articles/157-付鹏探访四川青梅酒厂及牛熊联名款发布预告,https://www.douyin.com/video/7365415068231601444
158,529dc891-9f8a-41d3-a0f2-3cd024a300a0,付鹏解析巴菲特投资逻辑：回避早期不确定性而非排斥科技,2024-05-04,64,366,1189,巴菲特股东大会 / 科技股投资 / 确定性投资 / 付鹏财经,exports/fupeng_claude_review_pack/articles/158-付鹏解析巴菲特投资逻辑：回避早期不确定性而非排斥科技,https://www.douyin.com/video/7365096749137923367
159,26f035a9-5212-46a8-b9c3-cf3101b9f67c,高铁票价上浮背后的财政逻辑与绿皮车的必要性,2024-05-04,241,1622,1266,高铁票价 / 公共财政 / 基础设施投资 / 社会公平,exports/fupeng_claude_review_pack/articles/159-高铁票价上浮背后的财政逻辑与绿皮车的必要性,https://www.douyin.com/video/7365026249137229110
160,29659dcd-cb0e-48ff-8592-3731a971b7a9,付鹏推荐觅山与华尔街见闻联名牛熊青梅酒,2024-05-01,156,957,1195,付鹏 / 觅山青梅酒 / 华尔街见闻 / 低度酒,exports/fupeng_claude_review_pack/articles/160-付鹏推荐觅山与华尔街见闻联名牛熊青梅酒,https://www.douyin.com/video/7363798334189997323
161,b456ef96-fd10-480b-b039-fb06da3e8c0f,人到中年必须提前规划职业转型，拒绝无准备之仗,2024-04-29,252,1518,1422,职业规划 / 中年危机 / 职场转型 / 付鹏,exports/fupeng_claude_review_pack/articles/161-人到中年必须提前规划职业转型，拒绝无准备之仗,https://www.douyin.com/video/7363216786982014247
162,6fea2f6d-cefc-46ab-9992-983957880da9,付鹏澄清热搜误会：退网者非本人，调侃愿与李佳琦连麦,2024-04-29,33,184,1209,付鹏 / 舆情澄清 / 李佳琦 / 网络谣言,exports/fupeng_claude_review_pack/articles/162-付鹏澄清热搜误会：退网者非本人，调侃愿与李佳琦连麦,https://www.douyin.com/video/7363163308221828371
163,11a183a6-210e-4e80-adc7-f96f1a535831,未来就业选择：技术壁垒、冷门行业与跨界组合,2024-04-28,105,609,1107,职业规划 / 冷门行业 / 跨界组合 / 信息差,exports/fupeng_claude_review_pack/articles/163-未来就业选择：技术壁垒、冷门行业与跨界组合,https://www.douyin.com/video/7362758687041015103
164,41fd4792-9723-4e0e-a74d-48d297fe3738,金融让利于实体：行业萎缩与转型的必然趋势,2024-04-26,119,648,1056,金融行业趋势 / 宏观经济周期 / 职业转型 / 风险偏好,exports/fupeng_claude_review_pack/articles/164-金融让利于实体：行业萎缩与转型的必然趋势,https://www.douyin.com/video/7362014467472887052
165,3ce2fcf8-0d30-482e-8a74-335ac2c95492,理科教育沦为应试工具，应用学科落后世界七十年,2024-04-23,125,735,1246,应试教育 / 理科教育 / 应用科学 / 人才培养,exports/fupeng_claude_review_pack/articles/165-理科教育沦为应试工具，应用学科落后世界七十年,https://www.douyin.com/video/7360982387683069223
166,6cec2372-9705-453a-8f57-51374b58179c,付鹏：拒绝碎片化信息，通过系统性阅读构建金融世界观,2024-04-23,187,1101,1176,深度阅读 / 金融认知框架 / 付鹏 / 批判性思维,exports/fupeng_claude_review_pack/articles/166-付鹏：拒绝碎片化信息，通过系统性阅读构建金融世界观,https://www.douyin.com/video/7360857054845734195
167,f833adbd-03e4-493d-aebc-6a2d21f8a9b3,实体金店的商业逻辑：存货、周转与高杠杆对赌,2024-04-20,808,5487,2775,黄金投资 / 实体金店 / 商业逻辑 / 金融风险,exports/fupeng_claude_review_pack/articles/167-实体金店的商业逻辑：存货、周转与高杠杆对赌,https://www.douyin.com/video/7359784885130726690
168,ad643da6-0800-4b02-ae18-075cfeebdb3a,鸡娃内卷的本质：商业暗示与代际焦虑推高养育成本,2024-04-20,154,891,1234,教育内卷 / 养育成本 / 消费心理 / 代际观念,exports/fupeng_claude_review_pack/articles/168-鸡娃内卷的本质：商业暗示与代际焦虑推高养育成本,https://www.douyin.com/video/7359621232809102633
169,e872a1ac-13f0-451c-9524-861ca2f3bb41,留住那些疯狂的机械记忆，那是我们终将逝去的青春,2024-04-19,72,93,1274,汽车文化 / 机械美学 / 青春记忆 / 影像存档,exports/fupeng_claude_review_pack/articles/169-留住那些疯狂的机械记忆，那是我们终将逝去的青春,https://www.douyin.com/video/7359569313482738978
170,ef797f13-0a38-4338-a8c5-db044113a15e,储值卡本质是高息揽储加杠杆的金融游戏,2024-04-18,165,1004,1537,储值卡陷阱 / 高息揽储 / 商业杠杆 / 消费心理,exports/fupeng_claude_review_pack/articles/170-储值卡本质是高息揽储加杠杆的金融游戏,https://www.douyin.com/video/7359181945575574795
171,1c4c2821-eb9f-4854-8c83-864974ba7e71,收税权逻辑：从牛夫人到小甜甜的公用事业资产重估,2024-04-18,200,1045,1246,公用事业 / 收税权 / 现金流 / 资产配置,exports/fupeng_claude_review_pack/articles/171-收税权逻辑：从牛夫人到小甜甜的公用事业资产重估,https://www.douyin.com/video/7359076188159003923
172,8a947d8f-3903-4204-8fae-5e23fc0332fa,上游涨价下游通缩：内卷价格战蚕食生产利润,2024-04-17,167,963,1097,宏观经济 / 内需不足 / 价格战 / 供应链,exports/fupeng_claude_review_pack/articles/172-上游涨价下游通缩：内卷价格战蚕食生产利润,https://www.douyin.com/video/7358799248399289654
173,178039cf-246e-4060-99a9-5207bb25aa94,探访苏州东山：揭秘正宗洞庭碧螺春的产地与工艺真相,2024-04-16,427,2107,1512,洞庭碧螺春 / 乡村振兴 / 农产品溯源 / 非遗工艺,exports/fupeng_claude_review_pack/articles/173-探访苏州东山：揭秘正宗洞庭碧螺春的产地与工艺真相,https://www.douyin.com/video/7358400270423969087
174,28eeb146-5bbc-4f5e-9984-c4ecc1c48fd1,消费者不存在认知误区：消费收缩根因在于收入与分配,2024-04-15,238,1189,1268,消费主义 / 收入分配 / 宏观经济 / 消费者行为,exports/fupeng_claude_review_pack/articles/174-消费者不存在认知误区：消费收缩根因在于收入与分配,https://www.douyin.com/video/7358080846055607591
175,1f63c3f5-3e8d-42ef-82d8-e33153d7e9f1,汇率波动下，本币计价资产才是老百姓财富的关键,2024-04-14,188,1151,1250,人民币汇率 / 通货膨胀 / 资产配置 / 宏观经济,exports/fupeng_claude_review_pack/articles/175-汇率波动下，本币计价资产才是老百姓财富的关键,https://www.douyin.com/video/7357564925818064167
